Python,Java,C++,JavaScript,C#,PHP,Ruby,Swift,Go,Rust,Software_Development_Experience,Database_Management,Networking_Skills,Web_Development_Experience,Communication_Skills,Problem_Solving_Abilities,Teamwork_Collaboration,Time_Management,Adaptability,Personal_Interests,Internship_Experience,Certifications_Training,Leadership_Experience,Career_Goals
3,3,3,7,1,2,3,2,3,2,2,4,1,9,1,2,1,4,4,Design,Yes,No,No,typescript
2,2,4,3,2,1,3,1,4,3,7,1,8,1,1,4,4,4,9,Research,No,Yes,No,terraform
1,3,4,9,2,2,3,1,3,4,2,4,4,7,3,2,4,4,3,Research,No,Yes,No,frontend
1,3,4,1,2,1,4,4,3,2,4,1,8,3,3,8,3,3,3,Research,No,No,No,linux
4,3,1,2,2,4,3,3,2,4,9,1,9,3,4,4,4,3,9,Management,No,Yes,No,docker
1,3,3,3,1,4,2,4,3,2,7,2,7,3,2,2,4,3,9,Coding,No,Yes,No,terraform
3,4,4,3,2,2,1,1,4,3,3,2,4,2,8,2,8,4,2,Research,No,Yes,No,devrel
2,4,1,2,8,4,1,3,4,2,8,8,3,2,3,2,1,2,2,Research,No,Yes,No,aspnet-core
1,1,2,7,4,3,3,4,3,4,2,4,3,7,2,1,3,2,1,Design,No,Yes,No,typescript
9,4,3,2,1,3,1,3,2,2,7,1,4,1,3,7,2,4,4,Design,Yes,Yes,No,python
9,4,3,2,2,2,3,4,4,2,1,8,3,3,1,7,4,3,2,Design,No,No,No,ai-data-scientist
1,3,4,2,4,1,1,1,4,4,9,2,9,2,1,4,3,9,3,Management,No,Yes,No,devops
2,2,4,3,1,2,1,3,4,9,9,2,3,1,1,8,2,3,4,Coding,Yes,Yes,No,rust
4,2,3,1,3,4,2,2,3,1,8,2,9,2,1,4,1,2,7,Research,Yes,Yes,No,docker
9,2,4,4,3,2,1,1,2,3,9,1,8,3,4,4,4,3,3,Management,Yes,No,No,mlops
8,2,3,2,1,3,2,3,3,2,8,1,1,2,1,9,3,4,1,Research,No,Yes,No,python
1,3,2,3,4,1,2,4,4,2,8,4,7,3,2,2,4,9,2,Coding,No,Yes,No,devops
7,2,3,2,3,1,1,2,3,4,9,2,7,2,4,3,4,2,1,Research,No,Yes,No,mlops
2,2,2,1,8,1,3,1,1,4,9,8,4,4,3,4,2,1,4,Coding,No,No,No,aspnet-core
4,3,2,4,9,1,1,3,4,3,9,8,3,4,4,1,3,2,2,Coding,Yes,Yes,No,aspnet-core
4,2,1,2,1,1,2,4,4,2,2,1,7,2,3,9,2,3,3,Design,Yes,Yes,No,linux
9,1,3,2,3,3,1,2,2,4,8,4,1,1,3,1,2,1,4,Design,Yes,No,No,ai-engineer
7,3,3,1,4,4,3,3,3,4,1,8,1,2,1,8,1,3,4,Coding,Yes,Yes,No,ai-data-scientist
1,4,4,9,3,3,2,1,4,4,4,4,7,2,1,2,2,4,7,Design,No,Yes,No,cloudflare
3,2,3,2,2,4,4,3,2,2,8,3,9,4,3,2,4,3,8,Coding,Yes,Yes,No,docker
3,1,1,1,3,4,2,3,1,2,1,3,4,3,7,2,8,2,1,Management,Yes,No,No,devrel
7,4,2,1,3,3,3,2,1,4,8,1,4,3,3,8,1,4,3,Design,Yes,Yes,No,python
1,3,3,4,1,4,4,1,2,4,2,4,2,4,3,9,1,8,1,Research,Yes,No,No,qa
8,2,2,4,2,4,2,1,1,4,4,2,1,4,4,7,2,4,3,Coding,Yes,Yes,No,ai-agents
7,4,2,1,4,3,3,3,3,2,7,3,4,3,2,4,1,4,2,Coding,No,Yes,No,ai-engineer
4,2,3,2,3,1,2,1,2,4,3,8,2,4,1,4,1,7,1,Coding,No,Yes,No,redis
1,4,3,9,2,4,3,4,3,2,4,4,1,8,4,4,1,2,3,Design,Yes,No,No,angular
2,1,3,1,1,2,4,4,4,3,8,2,7,3,1,4,1,9,1,Coding,Yes,Yes,No,devops
1,4,4,2,4,3,1,1,1,2,2,3,1,4,8,2,7,2,1,Research,Yes,No,Yes,engineering-manager
8,1,3,2,3,1,3,3,1,4,9,2,9,1,4,2,2,1,1,Coding,No,Yes,No,mlops
4,8,2,1,2,4,2,4,2,1,8,3,2,4,2,3,4,4,9,Management,No,Yes,No,android
2,3,4,7,1,2,4,3,1,2,4,2,7,1,4,3,3,3,7,Design,No,Yes,No,cloudflare
4,7,7,4,1,1,3,2,2,2,4,4,3,3,4,8,2,1,2,Coding,No,No,No,computer-science
8,4,1,2,2,4,2,3,4,1,9,1,7,2,1,2,4,2,2,Research,No,Yes,No,mlops
4,3,2,1,4,1,2,2,3,3,1,3,3,1,2,9,1,7,3,Design,No,No,No,qa
1,1,3,4,2,3,4,3,2,4,3,4,4,3,2,8,1,8,1,Management,Yes,Yes,No,qa
1,4,4,3,3,3,2,2,4,3,4,2,1,4,7,4,4,7,4,Research,Yes,Yes,Yes,product-manager
8,4,4,4,2,4,4,1,4,4,3,1,4,4,2,7,3,2,1,Management,No,No,No,ai-agents
1,4,3,8,3,3,1,1,4,2,1,1,4,7,2,1,1,2,9,Management,No,Yes,No,react
2,7,3,3,4,3,2,1,4,3,7,1,2,1,1,1,2,2,9,Design,Yes,No,No,android
2,1,3,8,1,4,1,3,1,3,4,3,4,9,1,4,4,1,8,Coding,Yes,Yes,No,vue
4,4,1,1,7,3,4,4,4,3,8,8,2,3,3,4,1,1,2,Design,Yes,No,No,aspnet-core
3,2,9,4,1,2,1,4,4,3,4,3,4,4,3,7,3,4,2,Design,No,No,No,game-developer
1,3,3,4,4,2,2,2,1,1,9,3,8,2,2,9,2,4,1,Design,No,Yes,No,system-design
1,3,3,7,4,3,4,4,1,3,2,8,3,2,2,2,3,2,2,Management,Yes,Yes,No,mongodb
1,3,1,1,1,2,1,3,1,3,9,3,8,4,4,1,3,4,8,Coding,Yes,No,No,docker
4,4,1,3,2,3,1,3,3,3,2,3,4,1,8,2,4,4,7,Management,No,No,No,ux-design
2,1,3,8,1,1,1,2,2,4,1,3,1,7,2,2,2,1,4,Coding,No,No,No,angular
3,3,1,4,2,3,2,1,3,4,1,7,4,2,3,3,3,7,4,Research,Yes,No,No,sql
3,3,3,9,4,4,2,1,1,2,4,2,2,9,4,3,3,1,2,Management,Yes,No,No,typescript
7,4,1,2,4,3,1,3,2,1,4,9,2,2,3,7,3,1,2,Coding,No,Yes,No,ai-data-scientist
8,2,1,1,2,1,3,3,2,2,8,7,3,2,4,4,1,3,1,Coding,No,No,No,backend
9,4,2,1,3,3,4,3,4,4,9,1,7,3,1,2,1,4,3,Research,Yes,Yes,No,mlops
9,1,4,1,2,3,4,2,1,4,9,4,4,1,1,1,3,2,2,Coding,Yes,Yes,No,ai-engineer
2,9,3,1,2,2,1,4,1,3,8,4,3,1,4,1,1,1,7,Research,No,Yes,No,android
3,1,2,2,1,2,3,4,1,4,4,4,3,4,8,2,3,4,9,Research,No,No,No,ux-design
3,1,1,7,3,2,4,4,1,2,3,4,4,9,3,1,2,1,2,Research,Yes,Yes,No,frontend
4,4,8,3,1,2,1,4,9,4,1,3,3,1,4,8,1,3,1,Design,Yes,No,No,blockchain
3,2,1,2,4,4,2,2,3,3,1,1,2,1,8,1,4,4,9,Research,Yes,No,No,ux-design
1,1,1,9,3,3,2,2,2,1,3,2,3,9,2,4,3,1,8,Design,No,No,No,vue
2,8,7,3,1,4,4,2,2,2,3,2,4,2,3,9,1,1,3,Management,Yes,No,No,computer-science
1,3,1,2,2,1,3,3,3,3,2,8,3,1,1,3,3,9,3,Research,No,No,No,sql
1,8,2,2,4,2,2,4,4,1,8,2,3,4,3,2,3,4,8,Coding,No,No,No,android
3,1,3,3,3,3,4,4,1,1,7,2,8,4,2,7,3,3,1,Management,Yes,Yes,No,system-design
3,4,4,3,4,9,3,3,4,1,1,9,3,7,1,2,1,2,4,Coding,No,Yes,No,php
8,1,3,8,1,2,2,4,3,2,3,7,1,9,1,2,4,3,2,Management,No,No,No,full-stack
3,4,2,1,2,8,3,4,3,2,3,7,2,9,3,2,1,3,4,Design,Yes,No,No,php
3,2,2,4,3,3,3,4,2,1,9,2,7,2,1,3,1,2,8,Management,Yes,Yes,No,kubernetes
3,1,2,4,4,3,3,3,1,1,1,2,7,2,1,9,2,1,7,Coding,No,No,No,cyber-security
3,4,2,3,7,2,4,4,3,4,9,7,1,4,1,4,3,3,1,Coding,No,Yes,No,aspnet-core
4,2,3,4,3,2,4,1,4,4,4,2,1,3,9,3,3,8,2,Management,Yes,No,No,technical-writer
7,1,1,7,2,2,1,1,4,1,1,7,4,7,4,1,1,4,3,Management,No,No,No,full-stack
1,8,9,3,2,2,2,4,4,4,2,4,2,4,2,8,4,4,1,Coding,No,No,No,computer-science
3,2,4,3,4,2,4,3,1,4,2,1,8,1,1,7,1,3,7,Research,No,No,No,cyber-security
7,3,2,1,4,1,4,1,1,2,8,7,4,4,2,1,3,1,4,Management,No,No,No,backend
3,1,9,2,3,3,2,3,1,4,9,4,3,2,2,9,4,2,4,Management,Yes,No,No,cpp
7,1,2,2,1,3,3,3,4,2,8,7,4,3,1,1,2,4,3,Coding,No,Yes,No,backend
4,3,3,4,4,4,2,2,1,1,9,2,9,1,3,2,1,2,8,Design,No,Yes,No,terraform
4,3,1,4,2,4,2,4,4,7,7,4,3,3,1,7,2,4,1,Coding,Yes,No,No,rust
1,9,8,3,4,4,1,1,2,4,4,3,2,3,3,9,4,1,2,Research,No,Yes,No,computer-science
3,1,4,4,2,3,4,2,1,4,4,7,2,3,1,4,3,9,4,Management,No,No,No,redis
2,1,1,4,2,3,2,3,4,9,8,2,2,3,2,7,3,1,1,Design,Yes,Yes,No,rust
1,9,2,3,4,2,1,1,3,1,8,4,4,3,4,2,2,4,7,Research,Yes,No,No,android
4,4,3,8,1,2,2,4,4,4,4,2,1,8,1,3,2,1,7,Coding,No,Yes,No,vue
4,4,4,8,4,2,3,3,4,2,1,4,4,7,3,2,2,3,7,Management,No,No,No,react
3,4,4,4,4,2,4,3,2,2,2,4,2,3,7,2,7,1,1,Management,No,No,No,devrel
1,2,4,1,1,2,1,3,3,2,8,2,7,1,3,3,4,4,9,Coding,No,No,No,kubernetes
3,4,3,2,1,1,2,3,3,2,9,1,9,4,1,1,2,7,1,Coding,No,No,No,devops
4,4,4,3,2,1,1,3,3,2,1,4,3,1,7,4,3,1,9,Coding,No,No,No,ux-design
3,4,2,2,1,4,1,2,1,1,9,2,9,1,2,8,3,2,2,Research,No,No,No,system-design
3,2,4,3,4,3,2,3,4,2,9,1,7,3,2,3,2,3,8,Coding,No,No,No,terraform
4,1,1,1,1,4,4,2,2,4,7,1,8,4,3,3,4,4,8,Research,Yes,No,No,terraform
1,2,3,1,1,3,4,1,4,4,9,4,9,3,1,4,4,8,4,Design,Yes,Yes,No,devops
4,4,8,4,3,4,1,1,1,2,4,3,4,2,1,9,2,1,4,Coding,No,Yes,No,game-developer
4,1,3,3,3,2,4,4,2,2,4,4,7,2,1,8,2,4,3,Design,No,Yes,No,linux
4,4,2,4,1,2,3,2,1,1,2,3,8,1,2,2,3,1,8,Research,No,Yes,No,aws
4,3,2,4,1,2,4,1,3,1,3,3,8,4,3,9,4,1,3,Coding,No,Yes,No,linux
2,3,4,2,2,4,1,1,1,4,2,3,1,2,7,2,3,7,2,Management,Yes,No,Yes,product-manager
2,4,1,3,3,3,1,3,2,3,7,2,7,1,2,2,3,2,7,Management,Yes,No,No,docker
8,1,2,2,3,4,3,1,1,2,8,7,3,3,1,3,2,4,1,Management,Yes,Yes,No,backend
3,1,2,2,3,1,2,1,4,1,4,8,2,1,3,4,3,7,1,Management,Yes,No,No,redis
2,4,2,2,2,4,3,1,4,3,8,1,8,4,2,3,3,1,9,Coding,Yes,Yes,No,kubernetes
1,4,2,1,1,2,4,3,1,1,4,8,4,4,2,2,3,9,2,Design,Yes,Yes,No,sql
3,1,3,4,3,2,1,2,4,4,2,7,4,2,4,1,4,7,4,Research,No,No,No,redis
4,3,1,9,2,4,2,1,4,4,4,4,2,9,4,4,4,4,9,Coding,Yes,No,No,react
4,3,4,8,4,2,3,4,1,2,8,7,3,2,4,2,4,3,1,Management,No,Yes,No,nodejs
3,3,4,4,4,1,4,4,2,4,3,7,1,2,1,4,3,7,4,Management,Yes,Yes,No,redis
7,3,4,2,2,2,2,1,3,3,1,2,7,3,3,7,4,1,2,Management,Yes,No,No,ai-red-teaming
4,2,4,2,1,2,4,1,2,3,3,3,2,2,9,1,3,4,8,Research,Yes,No,No,ux-design
9,2,3,1,2,1,2,1,2,2,3,7,3,2,4,9,2,2,1,Management,Yes,Yes,No,ai-data-scientist
9,2,4,1,3,4,3,2,2,2,4,3,9,1,2,9,4,4,4,Management,Yes,No,No,ai-red-teaming
1,1,4,2,1,2,3,4,1,1,3,1,2,1,7,1,2,8,2,Management,Yes,No,Yes,product-manager
7,1,3,1,1,1,2,4,2,2,1,1,9,4,1,9,2,2,1,Design,No,Yes,No,ai-red-teaming
2,2,4,7,2,3,2,4,2,2,3,1,2,7,2,3,1,2,8,Design,Yes,Yes,No,vue
3,4,7,2,2,1,4,3,7,3,3,1,3,1,4,8,2,4,4,Design,Yes,No,No,blockchain
4,4,2,2,2,4,1,3,4,1,7,4,9,3,4,4,2,4,8,Design,Yes,No,No,docker
3,2,9,4,4,2,3,2,9,2,4,1,4,2,4,9,3,1,3,Design,No,Yes,No,blockchain
7,1,1,2,2,4,3,2,2,2,1,8,4,3,2,9,2,2,1,Design,Yes,No,No,ai-data-scientist
2,1,2,7,1,1,3,3,4,3,2,4,3,8,3,2,3,2,3,Design,No,Yes,No,angular
2,2,4,4,2,3,1,4,2,3,3,3,4,4,8,2,2,3,7,Research,Yes,Yes,No,ux-design
3,4,3,1,4,2,2,2,3,1,9,4,8,1,1,7,3,1,4,Design,No,No,No,system-design
9,1,3,2,4,3,2,4,2,3,1,9,1,1,2,9,2,1,2,Management,Yes,No,No,ai-data-scientist
8,3,4,9,3,2,4,4,2,1,3,7,2,7,2,3,1,1,2,Management,Yes,No,No,full-stack
7,4,2,2,1,3,3,1,1,1,2,2,8,3,3,9,3,1,4,Management,Yes,Yes,No,ai-red-teaming
4,4,2,4,1,1,3,1,4,4,7,3,8,4,2,9,1,2,2,Coding,Yes,No,No,system-design
1,2,1,3,2,1,2,3,3,7,8,1,2,3,1,9,3,2,1,Design,Yes,No,No,rust
7,2,3,8,4,1,2,4,1,2,2,8,3,9,3,4,3,4,4,Research,No,Yes,No,full-stack
3,3,4,9,1,4,4,3,3,2,1,2,3,9,1,2,1,3,9,Coding,Yes,Yes,No,react
4,1,1,9,2,1,1,2,1,3,9,7,1,4,2,1,1,3,3,Coding,Yes,Yes,No,nodejs
3,1,2,7,1,1,3,2,3,4,8,2,3,4,3,3,1,3,8,Research,No,No,No,react-native
2,7,4,2,3,4,2,2,1,2,8,2,3,1,3,2,1,2,9,Research,Yes,Yes,No,android
3,4,1,1,1,2,4,3,2,4,1,2,1,1,9,2,8,4,4,Research,Yes,Yes,Yes,engineering-manager
4,2,3,2,2,3,1,2,4,3,4,8,4,3,2,3,2,8,3,Research,Yes,No,No,redis
2,2,3,2,4,2,4,1,4,1,3,4,1,3,7,3,8,3,3,Design,Yes,Yes,Yes,engineering-manager
3,4,3,2,4,3,3,2,1,2,1,3,7,1,2,9,3,1,4,Research,No,No,No,linux
4,1,3,1,1,1,2,4,1,1,4,4,3,4,7,4,4,7,1,Research,No,No,Yes,product-manager
1,1,1,4,4,4,3,1,4,3,1,4,8,3,4,8,4,2,4,Design,No,Yes,No,linux
1,2,1,4,4,1,2,1,2,3,3,9,2,1,2,3,1,9,4,Coding,Yes,No,No,redis
2,2,1,7,2,3,2,1,4,1,4,2,4,9,2,3,1,2,9,Research,No,Yes,No,react
2,7,1,3,4,4,2,2,2,2,7,4,2,4,3,4,4,1,9,Management,No,No,No,android
4,3,1,9,2,1,4,1,3,4,2,1,9,2,2,4,4,2,8,Management,Yes,Yes,No,cloudflare
4,2,8,4,3,3,3,4,4,4,1,3,2,4,1,7,3,1,1,Coding,No,No,No,game-developer
9,4,2,3,1,1,3,4,2,1,7,2,7,1,3,4,1,2,2,Design,Yes,No,No,mlops
2,4,4,4,2,2,3,1,2,1,4,1,7,1,4,7,1,3,7,Research,Yes,No,No,cyber-security
7,1,3,1,3,2,1,1,3,1,8,4,1,1,3,2,2,3,4,Research,No,Yes,No,ai-engineer
3,4,1,9,4,1,3,2,4,1,9,7,1,2,3,4,4,2,4,Management,Yes,Yes,No,nodejs
2,1,1,2,2,4,3,3,3,2,3,4,8,3,2,8,3,3,4,Design,No,Yes,No,linux
3,2,4,3,4,1,2,2,1,2,3,4,4,2,7,4,3,9,3,Management,Yes,No,Yes,product-manager
4,2,2,4,1,1,1,1,4,2,4,2,1,4,8,2,9,1,1,Management,Yes,Yes,Yes,engineering-manager
8,2,2,4,4,3,4,2,4,4,7,3,1,2,4,9,4,4,3,Management,Yes,No,No,python
4,3,9,3,4,4,3,2,7,1,2,2,2,1,3,8,4,2,1,Design,No,No,No,blockchain
2,4,3,7,2,3,4,4,1,1,1,3,2,7,2,1,3,3,1,Management,No,Yes,No,angular
3,3,3,8,3,1,2,1,2,4,2,4,3,7,4,4,1,2,1,Coding,No,No,No,typescript
7,2,3,3,3,4,1,1,3,3,2,7,3,3,4,8,3,3,3,Design,Yes,No,No,ai-data-scientist
3,4,3,4,4,3,2,3,2,4,1,8,4,1,3,2,3,7,1,Coding,Yes,No,No,redis
3,2,2,4,7,1,4,1,1,3,9,9,1,3,4,4,3,4,3,Design,No,No,No,aspnet-core
8,2,3,4,4,1,1,1,1,1,9,3,2,3,2,7,2,2,4,Coding,No,Yes,No,python
3,3,4,7,3,4,2,1,3,4,3,3,1,9,4,2,3,2,4,Coding,No,No,No,typescript
9,3,1,2,1,2,2,2,4,1,8,2,9,1,4,1,3,1,1,Coding,Yes,No,No,mlops
1,2,2,3,2,2,1,4,4,4,3,7,3,1,2,3,4,7,1,Design,Yes,Yes,No,sql
2,2,1,2,2,1,2,2,4,4,7,4,9,1,1,1,4,4,8,Coding,Yes,No,No,kubernetes
3,2,4,4,3,4,3,2,1,2,8,4,7,1,2,9,3,1,4,Coding,No,Yes,No,system-design
8,4,4,2,4,3,3,4,2,1,9,4,1,2,4,2,4,2,2,Coding,Yes,No,No,ai-engineer
2,9,7,3,1,4,2,3,1,2,4,2,3,1,3,7,1,1,3,Research,No,Yes,No,computer-science
4,3,4,2,2,2,1,1,4,1,3,1,2,4,2,7,1,7,3,Research,No,No,No,qa
1,4,2,3,1,4,4,3,4,2,2,1,3,2,8,1,8,3,4,Design,No,Yes,No,devrel
3,3,1,4,2,2,4,3,3,4,1,1,4,2,7,4,9,1,2,Coding,No,No,Yes,engineering-manager
3,1,1,4,2,2,3,3,4,3,9,2,9,2,2,1,2,1,7,Research,Yes,No,No,kubernetes
2,2,1,4,1,3,4,3,1,2,4,1,2,3,7,1,9,4,3,Design,No,No,Yes,engineering-manager
1,1,1,3,2,1,1,3,1,1,1,2,8,4,1,9,2,4,4,Coding,No,No,No,linux
1,2,1,1,7,2,4,2,2,2,7,8,2,1,1,1,1,2,3,Design,No,Yes,No,aspnet-core
7,4,2,9,4,1,4,1,1,3,2,9,3,8,1,1,4,2,3,Research,No,No,No,full-stack
2,4,4,9,3,3,1,2,3,3,3,3,2,8,3,2,3,2,3,Management,No,No,No,frontend
2,1,3,9,4,1,3,1,1,3,3,1,2,9,4,2,3,3,3,Coding,Yes,No,No,angular
1,1,3,9,3,1,3,1,1,3,1,2,2,9,2,2,2,2,7,Design,No,Yes,No,vue
1,1,4,4,4,1,4,2,3,3,8,2,9,4,1,2,1,3,8,Research,Yes,Yes,No,terraform
4,3,1,7,1,2,4,2,1,3,4,4,4,9,1,4,3,4,8,Coding,Yes,Yes,No,vue
4,2,2,9,3,4,3,4,3,2,9,7,1,1,4,2,1,1,3,Management,Yes,Yes,No,nodejs
7,2,3,2,3,1,1,3,2,1,8,1,3,1,3,1,3,1,3,Research,Yes,Yes,No,ai-engineer
4,1,4,4,1,7,1,3,4,1,4,9,1,8,1,3,1,4,1,Design,Yes,Yes,No,php
3,1,2,8,1,2,4,1,2,2,8,7,1,2,4,2,3,1,1,Research,No,Yes,No,nodejs
7,4,3,1,3,1,2,2,1,1,9,7,4,2,1,2,1,3,4,Coding,No,Yes,No,backend
1,1,3,4,1,1,4,4,3,3,2,4,3,3,8,2,4,1,7,Research,Yes,No,No,ux-design
1,3,4,3,1,3,4,2,1,8,9,4,1,2,2,8,2,1,2,Coding,Yes,Yes,No,rust
8,3,1,2,3,2,1,2,3,3,1,4,9,2,1,8,1,2,3,Management,No,No,No,ai-red-teaming
4,8,3,4,1,3,1,4,2,3,7,1,4,2,2,4,1,4,8,Research,Yes,No,No,android
1,2,8,4,3,1,1,1,8,4,1,1,4,4,4,7,3,3,2,Design,Yes,Yes,No,blockchain
4,1,1,4,2,2,1,2,3,1,3,1,9,4,2,7,2,4,1,Design,Yes,No,No,linux
3,1,1,8,3,4,2,3,4,2,3,4,8,3,2,3,1,1,9,Coding,No,Yes,No,cloudflare
3,1,1,7,3,2,4,1,1,3,4,4,2,7,2,3,3,2,4,Management,No,No,No,typescript
4,9,1,3,3,1,1,2,2,4,8,3,1,2,2,2,2,2,7,Management,Yes,Yes,No,android
9,2,4,2,3,3,4,1,2,4,7,2,3,3,3,4,2,2,4,Research,Yes,Yes,No,ai-engineer
7,4,4,1,1,1,1,2,4,1,2,8,3,3,1,3,3,7,2,Management,No,No,No,data-analyst
1,4,2,8,2,1,4,1,3,2,4,4,2,7,2,1,1,3,3,Coding,Yes,Yes,No,frontend
4,4,3,3,1,1,2,1,1,3,2,3,8,2,3,1,3,1,9,Coding,No,No,No,aws
9,4,1,4,1,3,3,3,4,3,1,9,2,1,2,9,3,2,4,Coding,Yes,Yes,No,ai-data-scientist
8,4,3,4,4,2,2,1,1,4,1,2,9,2,3,8,1,1,4,Management,No,No,No,ai-red-teaming
2,4,4,8,4,1,4,2,4,3,2,4,2,8,4,2,2,3,8,Research,No,Yes,No,vue
2,4,1,7,1,4,1,2,4,2,4,4,9,3,3,4,4,4,8,Design,No,Yes,No,cloudflare
4,4,2,9,1,3,1,3,3,3,4,1,4,8,3,2,4,4,4,Research,Yes,No,No,frontend
9,1,3,8,4,1,1,4,2,3,1,7,2,9,4,2,4,3,3,Design,Yes,Yes,No,full-stack
2,2,2,4,1,3,2,4,2,3,8,2,7,3,3,1,4,8,3,Coding,Yes,No,No,devops
8,4,2,3,3,2,3,4,2,4,3,8,4,2,3,8,3,4,4,Coding,Yes,Yes,No,ai-data-scientist
2,3,3,4,1,2,2,1,4,2,8,1,8,4,3,8,1,3,2,Design,Yes,No,No,system-design
3,2,4,2,3,3,2,4,2,3,4,4,9,3,4,9,1,2,1,Research,Yes,Yes,No,linux
3,2,3,1,2,2,2,3,3,2,4,3,9,2,2,1,2,4,8,Design,No,No,No,aws
3,4,4,1,2,1,3,3,1,8,7,3,3,1,3,7,1,1,4,Design,Yes,No,No,rust
3,3,1,9,1,4,3,1,3,2,9,2,4,2,2,1,1,1,9,Design,No,No,No,react-native
3,1,2,9,3,1,1,4,3,3,9,7,4,1,3,1,1,4,4,Research,No,No,No,nodejs
2,4,4,2,2,2,2,3,1,3,1,2,3,2,8,4,2,9,1,Management,Yes,Yes,Yes,product-manager
1,8,9,3,4,1,3,2,2,3,2,3,2,3,3,7,4,2,3,Management,No,No,No,computer-science
2,4,2,4,4,4,1,3,3,2,4,4,2,3,8,2,9,3,2,Management,Yes,No,Yes,engineering-manager
3,3,2,9,1,2,1,2,2,4,4,1,8,3,3,3,3,1,7,Design,No,No,No,cloudflare
4,2,1,1,4,4,4,3,4,2,4,2,1,1,9,1,2,3,7,Research,Yes,No,No,ux-design
2,2,2,2,2,3,3,4,1,7,7,2,1,2,4,9,4,1,3,Coding,No,No,No,rust
4,3,4,1,2,2,2,1,4,4,2,3,8,3,1,1,3,4,8,Design,No,Yes,No,aws
4,1,4,2,1,1,2,2,3,3,8,3,9,1,4,7,1,2,2,Coding,No,No,No,system-design
3,2,3,3,1,1,2,3,2,2,2,1,4,4,8,4,9,4,1,Research,Yes,No,Yes,engineering-manager
2,2,1,4,4,4,1,3,2,2,2,3,3,1,7,3,9,2,1,Coding,Yes,No,No,devrel
9,4,4,2,3,4,1,2,2,2,7,2,4,4,1,1,2,1,3,Coding,No,Yes,No,ai-engineer
7,2,3,2,1,4,3,3,1,2,9,2,4,1,4,8,3,4,1,Design,Yes,Yes,No,python
1,2,2,9,4,1,3,2,3,4,8,8,1,4,2,4,3,4,3,Research,Yes,No,No,nodejs
4,2,2,2,3,4,1,4,1,2,7,3,9,1,2,9,1,4,4,Management,Yes,No,No,system-design
4,3,4,3,3,1,4,1,4,3,2,1,3,4,7,4,2,2,9,Management,No,Yes,No,ux-design
2,4,4,7,1,1,3,2,2,1,3,8,4,2,3,3,3,3,3,Design,No,Yes,No,mongodb
7,4,3,2,2,2,2,3,3,1,4,9,1,2,3,7,4,1,3,Management,Yes,Yes,No,ai-data-scientist
2,1,3,1,3,3,1,4,3,2,3,4,3,1,2,8,3,7,2,Design,Yes,Yes,No,qa
2,4,2,2,2,4,4,2,2,4,2,1,2,2,8,1,2,4,7,Design,Yes,No,No,ux-design
4,1,4,3,4,4,4,4,4,2,2,4,4,2,9,2,7,3,1,Research,Yes,No,Yes,engineering-manager
9,1,2,4,4,2,4,3,1,2,7,4,1,4,4,8,4,2,1,Management,No,No,No,python
4,4,2,1,4,3,3,1,3,2,1,1,9,1,4,7,1,2,7,Design,Yes,No,No,cyber-security
2,2,1,7,2,1,1,1,3,3,2,3,4,8,3,4,4,4,2,Coding,No,Yes,No,angular
3,3,1,3,3,1,3,4,3,3,4,4,2,4,8,3,1,2,8,Design,Yes,Yes,No,ux-design
3,4,1,7,4,3,1,1,3,2,3,1,2,7,3,2,1,3,3,Coding,No,No,No,frontend
2,3,4,3,4,3,1,2,1,3,9,2,9,1,2,2,3,9,1,Design,Yes,Yes,No,devops
9,2,4,2,4,2,2,2,2,1,1,7,2,1,2,4,3,9,3,Research,Yes,Yes,No,data-analyst
7,1,4,4,4,3,3,1,2,3,3,1,9,4,1,7,4,3,4,Coding,No,Yes,No,ai-red-teaming
1,1,3,9,1,1,4,3,4,1,2,4,2,7,2,2,1,2,1,Management,Yes,Yes,No,angular
3,7,7,2,1,1,2,2,3,3,1,4,4,4,2,7,3,2,3,Coding,No,No,No,computer-science
3,2,4,4,3,4,1,1,4,3,8,2,7,3,4,1,3,1,9,Research,Yes,No,No,terraform
1,1,3,4,2,4,2,4,3,2,1,4,9,4,1,2,4,3,8,Management,No,Yes,No,aws
7,3,3,3,4,4,1,4,2,3,8,3,3,4,4,9,1,2,2,Design,No,Yes,No,python
8,3,3,1,2,4,3,3,3,2,7,8,1,1,1,3,4,1,3,Management,Yes,No,No,backend
4,2,2,9,1,1,3,4,4,4,1,3,2,7,4,1,2,2,9,Research,No,No,No,react
4,2,1,3,3,4,3,2,1,3,1,1,9,1,1,1,4,3,8,Management,Yes,No,No,aws
7,2,3,3,2,2,3,1,1,2,7,2,8,2,4,3,4,4,4,Design,No,Yes,No,mlops
1,4,4,8,1,1,3,4,1,4,4,3,2,7,2,1,2,4,2,Coding,No,No,No,typescript
1,3,4,1,2,3,4,4,4,4,3,4,7,3,3,7,4,4,4,Coding,Yes,Yes,No,linux
3,4,3,3,3,3,4,3,3,3,4,1,1,3,1,7,4,7,3,Management,No,No,No,qa
9,4,4,1,2,1,4,2,2,3,9,4,4,4,1,4,4,4,1,Research,No,Yes,No,ai-engineer
3,1,8,1,3,3,3,3,1,3,8,2,3,4,3,9,3,3,3,Research,No,No,No,cpp
8,1,2,2,3,4,4,2,1,3,3,9,3,2,4,4,4,7,3,Management,No,No,No,data-analyst
